array_job_id	array_task_index	slurm_allocation_id	run_accession	canonical_ocm_id	state	elapsed	max_rss	requested_memory	mapping_rate_percent	quarantined_partials	repo_commit
580598	2	580601	ERR13907039	OCM250-2	COMPLETED	00:24:09	36989444K	48G	93.22821007649291	0	0fd27325bb2409ef64bd7a259fad075a03d393e2
580598	14	580668	ERR13907051	OCM316	COMPLETED	00:09:12	28186728K	48G	89.74586497940201	0	0fd27325bb2409ef64bd7a259fad075a03d393e2
580598	15	580669	ERR13907052	OCM320	COMPLETED	00:04:46	34809732K	48G	92.57083384735941	0	0fd27325bb2409ef64bd7a259fad075a03d393e2
580598	18	580670	ERR13907055	OCM327-1	COMPLETED	00:23:21	26493716K	48G	91.87692935000119	0	0fd27325bb2409ef64bd7a259fad075a03d393e2
580598	21	580766	ERR13907058	OCM333-1	COMPLETED	00:10:50	35177004K	48G	92.70672418249674	1	0fd27325bb2409ef64bd7a259fad075a03d393e2
580598	22	580802	ERR13907059	OCM333-3	COMPLETED	00:25:56	35514624K	48G	86.01793300240483	1	0fd27325bb2409ef64bd7a259fad075a03d393e2
580598	29	580598	ERR13907066	OCM361b	COMPLETED	00:04:39	36667808K	48G	93.12984238734083	0	0fd27325bb2409ef64bd7a259fad075a03d393e2
